compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL290267,NXEIIWOLSIXINJ-DHZHZOJOSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11931612,PKD,=,7.47,,,"",cell_based,"","","","",,,,,,,,Inhibition of radioligand [125I]RTI-55 binding to human Dopamine transporter in clonal cells,GBR compounds and mepyramines as cocaine abuse therapeutics: chemometric studies on selectivity using grid independent descriptors (GRIND).,J. Med. Chem.,PUBLICATION,
CHEMBL404475,NXELRJXDBIVZKB-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18207394,IC50,>,10000,NM,,"","","","","","",,,,,,,,Inhibition of human DAT,Studies on the SAR and pharmacophore of milnacipran derivatives as monoamine transporter inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL572,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NITROFURANTOIN,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL572,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NITROFURANTOIN,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2113054,NXQVAVZAULOMGQ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,15974579,KI,=,698,NM,,"",cell_based,"","","","",,,,,,,,In vitro inhibition of [3H]WIN-35428 binding to human dopamine transporter expressed in canine kidney cells,"Synthesis, in vitro characterization, and radiolabeling of N,N-dimethyl-2-(2'-amino-4'-substituted-phenylthio)benzylamines: potential candidates as selective serotonin transporter radioligands.",J. Med. Chem.,PUBLICATION,
CHEMBL214056,NXRPSLBPUSCIJD-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16750363,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA reuptake at DA transporter in HEK293 cells,Structure-activity relationships of N-substituted piperazine amine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL208069,NXRRKZLGAMZHCY-WLHGVMLRSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16497500,INHIBITION,=,-2,%,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35 from DAT at 1 uM,N-Alkyl-N-arylmethylpiperidin-4-amines: novel dual inhibitors of serotonin and norepinephrine reuptake.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL88246,NXVJVSJZXNWIHP-ARQQBVMPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11472216,IC50,=,33.2,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen,Synthesis of 6- and 7- hydroxy-8-azabicyclo[3.2.1]octanes and their binding affinity for the dopamine and serotonin transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL421167,NXVJVSJZXNWIHP-LKKSUFESSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11472216,IC50,=,3.02,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen,Synthesis of 6- and 7- hydroxy-8-azabicyclo[3.2.1]octanes and their binding affinity for the dopamine and serotonin transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL421167,NXVJVSJZXNWIHP-LKKSUFESSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11472216,IC50,=,6.09,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen,Synthesis of 6- and 7- hydroxy-8-azabicyclo[3.2.1]octanes and their binding affinity for the dopamine and serotonin transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL2326691,NYADKXRJISYHGA-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,=,8,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant DAT expressed in HEK cells,,ACS Med. Chem. Lett.,PUBLICATION,
CHEMBL216773,NYBAGOILAMMUMR-NCHKHCDFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16302792,KI,=,436,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [3H]dopamine from human DAT expressed in COS7 cells,"Rhodamine-labeled 2beta-carbomethoxy-3beta-(3,4-dichlorophenyl)tropane analogues as high-affinity fluorescent probes for the dopamine transporter.",J. Med. Chem.,PUBLICATION,
CHEMBL3334802,NYBUFVNFJIAWTL-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,25164761,IC50,=,362.8,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]-DA uptake in human dopamine transporter expressed in HEK293 cells by scintillation counting,Synthesis and pharmacological investigation of aralkyl diamine derivatives as potential triple reuptake inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL207894,NYDRNGXEWTVMOM-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16497500,INHIBITION,=,-8,%,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35 from DAT at 1 uM,N-Alkyl-N-arylmethylpiperidin-4-amines: novel dual inhibitors of serotonin and norepinephrine reuptake.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL426304,NYDUTEZMPZHSRY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16480278,IC50,=,52,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,1-(4-Methylphenyl)-2-pyrrolidin-1-yl-pentan-1-one (Pyrovalerone) analogues: a promising class of monoamine uptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL426304,NYDUTEZMPZHSRY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16480278,KI,=,109,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells,1-(4-Methylphenyl)-2-pyrrolidin-1-yl-pentan-1-one (Pyrovalerone) analogues: a promising class of monoamine uptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL70586,NYKCGQQJNVPOLU-ONTIZHBOSA-N,SPIRADOLINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL70586,NYKCGQQJNVPOLU-ONTIZHBOSA-N,SPIRADOLINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL92401,NYMGNSNKLVNMIA-UHFFFAOYSA-N,IPRONIAZID,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9537821,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL92401,NYMGNSNKLVNMIA-UHFFFAOYSA-N,IPRONIAZID,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL92401,NYMGNSNKLVNMIA-UHFFFAOYSA-N,IPRONIAZID,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL257602,NYOJDMQJBPXCHG-GXTWGEPZSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18468895,IC50,>,10000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK293 cells,Studies on a series of milnacipran analogs containing a heteroaromatic group as potent norepinephrine and serotonin transporter inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1645618,NYOUEYCHUPCVGU-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21185183,KI,>,4620,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN-35,428 from human DAT by scintillation proximity assay","Design, synthesis, and pharmacological evaluation of azetedine and pyrrolidine derivatives as dual norepinephrine reuptake inhibitors and 5-HT(1A) partial agonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2171209,NYTOPNHZBPMVJZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22938049,INHIBITION,=,2.1,%,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of human DAT expressed in HEK293 cells assessed as inhibition of dopamine reuptake at 0.1 uM after 15 mins by fluorescence assay,Exploration of novel 3-substituted azetidine derivatives as triple reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL338313,NYWOLUGCSRCGJB-ISRILLDMSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8558504,IC50,=,15.8,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.,"2-Carbomethoxy-3-(diarylmethoxy)-1 alpha H, 5 alpha H-tropane analogs: synthesis and inhibition of binding at the dopamine transporter and comparison with piperazines of the GBR series.",J. Med. Chem.,PUBLICATION,
CHEMBL440554,NYXHSNJGOQCTBS-MQMFKJKRSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,15012999,IC50,=,3600,NM,,"","","","","","",,,,,,,,Inhibitory activity against human dopamine transporter at 10 uM,Antagonists of human CCR5 receptor containing 4-(pyrazolyl)piperidine side chains. Part 3: SAR studies on the benzylpyrazole segment.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL408206,NZBRXUBKIJFZOJ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18060777,KI,=,330,NM,,"","","","","","",,,,,,,,Binding affinity to human DAT,Synthesis and biological activity of piperazine and diazepane amides that are histamine H3 antagonists and serotonin reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL461268,NZCDMSTWUUULEH-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19201198,IC50,=,167,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK cells,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL461268,NZCDMSTWUUULEH-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19201198,KI,=,6117,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in HEK cells,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL415324,NZHGWWWHIYHZNX-CSKARUKUSA-N,TRANILAST,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL415324,NZHGWWWHIYHZNX-CSKARUKUSA-N,TRANILAST,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL201223,OAASRUWEEIXAQF-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16202585,IC50,=,9350,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from human DAT,Synthesis and monoamine transporter affinity of 3-aryl substituted trop-2-enes.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3323097,OADBNBUTUOPDJD-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,25050161,IC50,=,38,NM,,"",cell_based,"","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human DAT expressed in HEK293E cells after 1 hr by liquid scintillation counting",,ACS Med. Chem. Lett.,PUBLICATION,
CHEMBL3323097,OADBNBUTUOPDJD-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,Ki,=,14.3,NM,314434,"","","","","","",,,,,,,,"BindingDB_Patents: Binding Assay. In order to evaluate the relative affinity of the various compounds at the NE, DA and 5HT transporters, HEK293E cell lines were developed to express each of the three human transporters. cDNAs containing the complete coding regions of each transporter were amplified by PCR from human brain libraries. The cDNAs contained in pCRII vectors were sequenced to verify their identity and then subcloned into an Epstein-Barr virus based expression plasmid (Shen et al., Gene 156:235-239 (1995), which is hereby incorporated by reference in its entirety). This plasmid containing the coding sequence for one of the human transporters was transfected into HEK93E cells. Successful transfection was verified by the ability of known reuptake blockers to inhibit the uptake of tritiated NE, DA or 5HT.For binding, cells were homogenized, centrifuged, and then resuspended in incubation buffer (5 mM Tris, 120 mM NaCl, 5 mM KCl, pH 7.4). Then, the appropriate radioligand was added.","Aryl- and heteroaryl-substituted tetrahydroisoquinolines and use thereof to block reuptake of norepinephrine, dopamine, and serotonin",,PATENT,
CHEMBL3323097,OADBNBUTUOPDJD-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,Ki,=,128,NM,314442,"","","","","","",,,,,,,,"BindingDB_Patents: Binding Assay. In order to evaluate the relative affinity of the various compounds at the NE, DA and 5HT transporters, HEK293E cell lines were developed to express each of the three human transporters. cDNAs containing the complete coding regions of each transporter were amplified by PCR from human brain libraries. The cDNAs contained in pCRII vectors were sequenced to verify their identity and then subcloned into an Epstein-Barr virus based expression plasmid (Shen et al., Gene 156:235-239 (1995), which is hereby incorporated by reference in its entirety). This plasmid containing the coding sequence for one of the human transporters was transfected into HEK93E cells. Successful transfection was verified by the ability of known reuptake blockers to inhibit the uptake of tritiated NE, DA or 5HT.For binding, cells were homogenized, centrifuged, and then resuspended in incubation buffer (5 mM Tris, 120 mM NaCl, 5 mM KCl, pH 7.4). Then, the appropriate radioligand was added.","Aryl- and heteroaryl-substituted tetrahydroisoquinolines and use thereof to block reuptake of norepinephrine, dopamine, and serotonin",,PATENT,
CHEMBL1237174,OAKJQQAXSVQMHS-UHFFFAOYSA-N,HYDRAZINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1237174,OAKJQQAXSVQMHS-UHFFFAOYSA-N,HYDRAZINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL512685,OAUPYPVBPTVZBM-CQMVAQQKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18556210,IC50,=,13,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from DAT,Synthesis and monoamine transporter binding properties of 2beta-[3'-(substituted benzyl)isoxazol-5-yl]- and 2beta-[3'-methyl-4'-(substituted phenyl)isoxazol-5-yl]-3beta-(substituted phenyl)tropanes.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012122,OAYRUVPNHCONEV-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,IC50,>,40000,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2206513,OBCHZURPAABPDI-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,23084899,KI,=,157,NM,,"","","","","","",,,,,,,,Inhibition of DAT,4-Phenyl tetrahydroisoquinolines as dual norepinephrine and dopamine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2012081,OBDQYTHBVATJAH-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,IC50,>,3000,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012081,OBDQYTHBVATJAH-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,INHIBITION,,,,Dose-dependent effect,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2029053,OBIZFSZXDHWUJZ-ANUWOGMRSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,15177457,KI,=,3509000,NM,,"","","","","","",,,,,,,,Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter,Synthesis and biological activity of some known and putative duloxetine metabolites.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1643512,OBKCQTGBMZHBFE-CQSZACIVSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21095126,IC50,=,12,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant dopamine transporter,"Discovery of 1-(3,4-dichlorophenyl)-N,N-dimethyl-1,2,3,4-tetrahydroquinolin-4-amine, a dual serotonin and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1643509,OBKCQTGBMZHBFE-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21095126,IC50,=,246,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant dopamine transporter,"Discovery of 1-(3,4-dichlorophenyl)-N,N-dimethyl-1,2,3,4-tetrahydroquinolin-4-amine, a dual serotonin and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL233532,OBKUWTMFPMVPNX-RTBURBONSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17446076,KI,=,830000,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in COS1 cell membrane,"Synthesis, inhibition and binding of simple non-nitrogen inhibitors of monoamine transporters.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2206527,OBNBMYWZKYYXNS-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,23084899,KI,=,61,NM,,"","","","","","",,,,,,,,Inhibition of DAT,4-Phenyl tetrahydroisoquinolines as dual norepinephrine and dopamine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL522065,OBPAJKUDOWNRDR-MOPGFXCFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18667309,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK cells,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with a heterocyclic ring constraint.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL498687,OBPAJKUDOWNRDR-OALUTQOASA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18667309,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK cells,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with a heterocyclic ring constraint.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1684047,OBWKCACUZGJXHN-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21310612,IC50,=,36,NM,,"",cell_based,"","","","",COS-7,,,,,,,Inhibition of [3H]dopamine reuptake at human recombinant DAT expressed in COS-7 cells by scintillation counting,"Discovery of N-methyl-1-(1-phenylcyclohexyl)ethanamine, a novel triple serotonin, norepinephrine and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1684047,OBWKCACUZGJXHN-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21310612,IC50,=,64,NM,,"",cell_based,"","","","",COS-7,,,,,,,Inhibition of [3H]dopamine reuptake at human recombinant DAT expressed in COS-7 cells by scintillation counting,"Discovery of N-methyl-1-(1-phenylcyclohexyl)ethanamine, a novel triple serotonin, norepinephrine and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1684047,OBWKCACUZGJXHN-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21310612,IC50,=,220,NM,,"",cell_based,"","","","",COS-7,,,,,,,Inhibition of [3H]dopamine reuptake at human recombinant DAT expressed in COS-7 cells by scintillation counting,"Discovery of N-methyl-1-(1-phenylcyclohexyl)ethanamine, a novel triple serotonin, norepinephrine and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1684047,OBWKCACUZGJXHN-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,26935940,IC50,=,36,NM,,"","","","","","",,,,,,,,Inhibition of recombinant human DA transporter assessed as reduction in [3H]-DA reuptake,Emerging targets and new small molecule therapies in Parkinson's disease treatment.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012089,OBYJJYCAMUYQRV-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,IC50,>,1000,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012089,OBYJJYCAMUYQRV-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,INHIBITION,,,,Dose-dependent effect,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL290365,OCAZYHPPOVXLLX-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11931612,PKD,=,7.28,,,"",cell_based,"","","","",,,,,,,,Inhibition of radioligand [125I]RTI-55 binding to human Dopamine transporter in clonal cells,GBR compounds and mepyramines as cocaine abuse therapeutics: chemometric studies on selectivity using grid independent descriptors (GRIND).,J. Med. Chem.,PUBLICATION,
CHEMBL3673148,OCDDZWTUNAXZEY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,=,37.5,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 pM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.","2,5-methano- and 2,5-ethano-tetrahydrobenzazepine derivatives and use thereof to block reuptake of norepinephrine, dopamine, and serotonin",,PATENT,
CHEMBL403370,OCFADYHICWCDMN-ZBEGNZNMSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18468895,IC50,>,10000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK293 cells,Studies on a series of milnacipran analogs containing a heteroaromatic group as potent norepinephrine and serotonin transporter inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL553937,OCJJDONQQSQZLT-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19442525,IC50,=,175,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]dopamine uptake at human dopamine transporter expressed in mouse N2A cells by scintillation counting,A novel photoaffinity ligand for the dopamine transporter based on pyrovalerone.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL553937,OCJJDONQQSQZLT-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19442525,KI,=,28,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [3H]WIN-35428 from human dopamine transporter expressed in mouse N2A cells by scintillation counting,A novel photoaffinity ligand for the dopamine transporter based on pyrovalerone.,Bioorg. Med. Chem.,PUBLICATION,
