compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL230964,OPZCLJWDQNPUHB-KRWDZBQOSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,17722903,KI,>,12000,NM,,"","","","","","",,,,,,,,Inhibition of human liver MAOA expressed in yeast,Novel substituted (pyridin-3-yl)phenyloxazolidinones: antibacterial agents with reduced activity against monoamine oxidase A and increased solubility.,J. Med. Chem.,PUBLICATION,
CHEMBL1258954,OPZSDYBOKMUIHZ-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20708306,IC50,=,6.1,NM,,"","","","","","",,,,,,,,Inhibition of MAOA by spectrophotometry,Synthesis of new series of quinoxaline based MAO-inhibitors and docking studies.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL489717,OQCRRUGVDZYQTQ-XNTDXEJSSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,19378991,IC50,,,,Not Active,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A assessed as hydrogen peroxide production at 20 uM,Chalcones: a valid scaffold for monoamine oxidases inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL1697694,OQIQSTLJSLGHID-WNWIJWBNSA-N,AFLATOXIN,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1697694,OQIQSTLJSLGHID-WNWIJWBNSA-N,AFLATOXIN,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1927675,OQMXKDJXCQXTQP-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,22055712,IC50,=,3600,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA using kynuramine as substrate by fluorescence assay,Thio- and aminocaffeine analogues as inhibitors of human monoamine oxidase.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL7531,OQSNPMDWFJMKLH-XCVCLJGOSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,19378991,IC50,,,,Not Active,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A assessed as hydrogen peroxide production at 50 uM,Chalcones: a valid scaffold for monoamine oxidases inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL3218148,OQUJRHXIJPSJJP-PYCFMQQDSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,1950,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human MAO-A expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate assessed as hydrogen peroxide production by fluorimetric method,,MedChemComm,PUBLICATION,
CHEMBL3310025,OQZWZQLGJADKDM-IQULRFRNSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,INHIBITION,,,,Active,"",cell_based,"","","","",,,,,,,,Competitive inhibition of human MAOA expressed in baculovirus-infected BTI insect cells assessed as H2O2 production by resorufin dye based fluorimetric method,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3310025,OQZWZQLGJADKDM-IQULRFRNSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,INHIBITION,,,,Active,"",cell_based,"","","","",,,,,,,,Reversible inhibition of human MAOA expressed in baculovirus-infected BTI insect cells pre-incubated for 1 hr followed by centrifugation-ultrafiltration by resorufin dye based fluorimetry,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3310025,OQZWZQLGJADKDM-IQULRFRNSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,KI,=,10,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human MAOA expressed in baculovirus-infected BTI insect cells assessed as H2O2 production by resorufin dye based fluorimetric method,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3113644,ORDPXOCNLOPGLX-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24393810,IC50,=,3770,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A assessed as kynuramine oxidation to 4-hydroxyquinoline after 40 mins by LC-MS/MS analysis,A novel series of 6-substituted 3-(pyrrolidin-1-ylmethyl)chromen-2-ones as selective monoamine oxidase (MAO) A inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL44354,ORFOPKXBNMVMKC-DWVKKRMSSA-N,CEFTAZIDIME,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL2058426,ORMRVPRSUUACQQ-ZLJHMRGVSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,22781190,IC50,=,623,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis,Synthesis and evaluation of aplysinopsin analogs as inhibitors of human monoamine oxidase A and B.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL485,OROGSEYTTFOCAN-DNJOTXNNSA-N,CODEINE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL3417303,ORSILIXUUUCZAS-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,25812965,IC50,=,6050,NM,,"","","","","","",,,,,,,,Inhibition of human MAO-A using p-tyramine as substrate assessed as H2O2 production by amplex red assay,Multi-target tacrine-coumarin hybrids: Cholinesterase and monoamine oxidase B inhibition properties against Alzheimer's disease.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL1258387,ORZSUUIBWKRSJB-HYARGMPZSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20708306,IC50,=,74,NM,,"","","","","","",,,,,,,,Inhibition of MAOA by spectrophotometry,Synthesis of new series of quinoxaline based MAO-inhibitors and docking studies.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL398440,OSDLLIBGSJNGJE-UHFFFAOYSA-N,CHLOROXYLENOL,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,1829,NM,,"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL398440,OSDLLIBGSJNGJE-UHFFFAOYSA-N,CHLOROXYLENOL,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Note: corresponding IC50 reported as Active,"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2204766,OSFPURHZZWDHNR-UHFFFAOYSA-N,4-(BENZYLSULFANYL)BENZONITRILE,,P21397,MONOAMINE OXIDASE A,MAOA,,,23122857,IC50,=,42400,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in insect cell microsomes using kynuramine as substrate after 20 mins by fluorescence spectrophotometric analysis,Sulfanylphthalonitrile analogues as selective and potent inhibitors of monoamine oxidase B.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL503881,OSFZRZNDOBDGPU-RGMNGODLSA-N,ALANINE MUSTARD,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL3417293,OSIQHLHPEJAMTO-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,25812965,IC50,=,21950,NM,,"","","","","","",,,,,,,,Inhibition of human MAO-A using p-tyramine as substrate assessed as H2O2 production by amplex red assay,Multi-target tacrine-coumarin hybrids: Cholinesterase and monoamine oxidase B inhibition properties against Alzheimer's disease.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL1909072,OSJJYEUEJRVVOD-UHFFFAOYSA-N,PIPAMAZINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1909072,OSJJYEUEJRVVOD-UHFFFAOYSA-N,PIPAMAZINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3651146,OSJXBBPQFCCQIW-DAFXYXGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,3000,NM,294587,"","","","","","",,,,,,,,"BindingDB_Patents: Fluorescent-Based (Inhibitor) Screening Assay. Human recombinant monoamine oxidase proteins MAO-A and MAO-B were purchased from Sigma Aldrich. MAOs catalyze the oxidative deamination of 1, 2 and 3 amines. In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescent-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropamamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAOs activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in triplicate within the same experiment.",Phenylcyclopropylamine derivatives and their medical use,,PATENT,
CHEMBL3651146,OSJXBBPQFCCQIW-DAFXYXGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,3000,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Fluorescent-Based (Inhibitor) Screening Assay. Human recombinant monoamine oxidase proteins MAO-A and MAO-B were purchased from Sigma Aldrich. MAOs catalyze the oxidative deamination of 1, 2 and 3 amines. In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescent-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropamamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAOs activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in triplicate within the same experiment.",Phenylcyclopropylamine derivatives and their medical use,,PATENT,
CHEMBL3651146,OSJXBBPQFCCQIW-DAFXYXGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,9800,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Fluorescent-Based (Inhibitor) Screening Assay. Human recombinant monoamine oxidase proteins MAO-A and MAO-B were purchased from Sigma Aldrich. MAOs catalyze the oxidative deamination of 1, 2 and 3 amines. In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescent-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropamamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAOs activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in triplicate within the same experiment.",Phenylcyclopropylamine derivatives and their medical use,,PATENT,
CHEMBL13698,OSUVWJGCKQEMHK-UHFFFAOYSA-N,,,P21396,MONOAMINE OXIDASE A,"",,,19064321,IC50,=,12700,NM,,"",tissue,"","","","",,,,,,,,Binding affinity to MAOA imidazoline binding site in rat brain mitochondrial homogenate assessed as 4-hydroxyquinoline production by spectrophotometry,Ultrasound promoted synthesis of 2-imidazolines in water: a greener approach toward monoamine oxidase inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL13698,OSUVWJGCKQEMHK-UHFFFAOYSA-N,,,P21396,MONOAMINE OXIDASE A,"",,,19064321,KI,=,4860,NM,,"",tissue,"","","","",,,,,,,,Binding affinity to MAOA imidazoline binding site in rat brain mitochondrial homogenate assessed as 4-hydroxyquinoline production by spectrophotometry,Ultrasound promoted synthesis of 2-imidazolines in water: a greener approach toward monoamine oxidase inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2151668,OSVHSSVZAFUKTJ-NVMNQCDNSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,23153812,INHIBITION,=,40,%,,"",cell_based,"","","","",,,,,,,,Inhibition of human MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells using p-tyramine as substrate at 100 uM incubated for 15 mins prior to substrate addition measured for 15 mins by Amplex red assay,Recent advances in the development of selective human MAO-B inhibitors: (Hetero)arylidene-(4-substituted-thiazol-2-yl)hydrazines.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL526897,OSWDDFNVOXEAGK-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,19267475,IC50,=,41400,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in BTI-TN-5B1-4 cells assessed as effect on H2O2 production from para-tyramine by fluorimetric method,"Synthesis, molecular modeling, and selective inhibitory activity against human monoamine oxidases of 3-carboxamido-7-substituted coumarins.",J. Med. Chem.,PUBLICATION,
CHEMBL108545,OSWPMRLSEDHDFF-UHFFFAOYSA-N,METHYL SALICYLATE,,P21398,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of bovine liver MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL108545,OSWPMRLSEDHDFF-UHFFFAOYSA-N,METHYL SALICYLATE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL108545,OSWPMRLSEDHDFF-UHFFFAOYSA-N,METHYL SALICYLATE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3660749,OSWVXUWVBUUVSM-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,>,130000,NM,244411,"","","","","","",,,,,,,,"BindingDB_Patents: MAO-A and MAO-B Assays. MAO assays included luminogenic MAO substrate, reaction buffers, Luciferin Detection and the reconstitution buffer with esterase. Standard MAO reaction mixtures included microsome contained MAO-A (2 ug) or MAO-B (10 ug), 160 uM substrate for MAO-A or 16 uM substrate for MAO-B, MAO-A buffer (100 mM Hepes buffer, pH 7.5, 5% glycerol) or MAO-B buffer (100 mM Hepes, pH 7.5, 5% glycerol, 10% dimethyl sulfoxide) in a final volume of 30 ul. After 20 minutes of pre-incubation of the enzyme with compounds, the reaction was initiated by adding enzyme substrate and the reaction was allowed to proceed for 60 minutes. Reconstituted Luciferin Detection Reagent (30 ul) was then added is added to simultaneously stop the MAO reaction and convert the methyl ester derivative to luciferin and produce light. The amount of light produced is directly proportional to the activity of MAO.",ALDH-2 inhibitors in the treatment of addiction,,PATENT,
CHEMBL3660749,OSWVXUWVBUUVSM-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,>,130000,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: MAO-A and MAO-B Assays. MAO assays included luminogenic MAO substrate, reaction buffers, Luciferin Detection and the reconstitution buffer with esterase. Standard MAO reaction mixtures included microsome contained MAO-A (2 ug) or MAO-B (10 ug), 160 uM substrate for MAO-A or 16 uM substrate for MAO-B, MAO-A buffer (100 mM Hepes buffer, pH 7.5, 5% glycerol) or MAO-B buffer (100 mM Hepes, pH 7.5, 5% glycerol, 10% dimethyl sulfoxide) in a final volume of 30 ul. After 20 minutes of pre-incubation of the enzyme with compounds, the reaction was initiated by adding enzyme substrate and the reaction was allowed to proceed for 60 minutes. Reconstituted Luciferin Detection Reagent (30 ul) was then added is added to simultaneously stop the MAO reaction and convert the methyl ester derivative to luciferin and produce light. The amount of light produced is directly proportional to the activity of MAO.",ALDH-2 inhibitors in the treatment of addiction,,PATENT,
CHEMBL1823555,OSZYXXHSBGAVEE-KRWDZBQOSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21777011,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A activity expressed in BTI-TN-5B1-4 insect cells at 100 uM using p-tyramine substrate by Amplex Red MAO assay,"3-Acetyl-2,5-diaryl-2,3-dihydro-1,3,4-oxadiazoles: a new scaffold for the selective inhibition of monoamine oxidase B.",J. Med. Chem.,PUBLICATION,
CHEMBL1823554,OSZYXXHSBGAVEE-QGZVFWFLSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21777011,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A activity expressed in BTI-TN-5B1-4 insect cells at 100 uM using p-tyramine substrate by Amplex Red MAO assay,"3-Acetyl-2,5-diaryl-2,3-dihydro-1,3,4-oxadiazoles: a new scaffold for the selective inhibition of monoamine oxidase B.",J. Med. Chem.,PUBLICATION,
CHEMBL1823549,OSZYXXHSBGAVEE-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21777011,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A activity expressed in BTI-TN-5B1-4 insect cells at 100 uM using p-tyramine substrate by Amplex Red MAO assay,"3-Acetyl-2,5-diaryl-2,3-dihydro-1,3,4-oxadiazoles: a new scaffold for the selective inhibition of monoamine oxidase B.",J. Med. Chem.,PUBLICATION,
CHEMBL13311,OTAFHZMPRISVEM-UHFFFAOYSA-N,CHROMONE,,P21397,MONOAMINE OXIDASE A,MAOA,,,22850212,IC50,=,39900,NM,,"","","","","","",,,,,,,,Inhibition of recombinant human MAO-A assessed as inhibition of kynuramine to 4-hydroxyquinoline conversion after 20 mins by fluorometry,Selected chromone derivatives as inhibitors of monoamine oxidase.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1682815,OTBSGUYCPXCRBE-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,Inhibition,=,35,%,,"","","","","","",,,,,,,,Inhibition of human MAO-A using p-tyramine as substrate assessed as production of H2O2 from p-tyramine at 100 uM incubated for 15 mins by Amplex Red MAO assay,Chromanones: selective and reversible monoamine oxidase B inhibitors with nanomolar potency,MedChemComm,PUBLICATION,
CHEMBL283078,OTDJAMXESTUWLO-UUOKFMHZSA-N,THIOGUANOSINE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL283078,OTDJAMXESTUWLO-UUOKFMHZSA-N,THIOGUANOSINE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse liver MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL1907707,OTDRIRFHGNXOBO-HNNXBMFYSA-N,,,"P21397, P27338",MONOAMINE OXIDASE,"MAOA, MAOB",,,,RATIO,=,100,,,"","","","","","",,,,,,,,IC50(MAO-A)/IC50(MAO-B) ratio of the compound.,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2088313,OTDZRVZPFXJXGT-UHFFFAOYSA-N,8-{[(3-METHYLPHENYL)SULFANYL]METHYL}CAFFEINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,22705191,IC50,=,51800,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected insect cells using kynuramine as substrate after 20 mins by fluorescence spectrophotometry,Inhibition of monoamine oxidase by 8-phenoxymethylcaffeine derivatives.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL294811,OTKYBHJATNXEPG-UHFFFAOYSA-N,,,"P21397, P27338",MONOAMINE OXIDASE,"MAOA, MAOB",,,15056004,IC50,=,200,NM,,"","","","","","",,,,,,,,Inhibition of human monoamine oxidase,"Synthesis and selective inhibitory activity of 1-acetyl-3,5-diphenyl-4,5-dihydro-(1H)-pyrazole derivatives against monoamine oxidase.",J. Med. Chem.,PUBLICATION,
CHEMBL294811,OTKYBHJATNXEPG-UHFFFAOYSA-N,,,"P21397, P27338",MONOAMINE OXIDASE,"MAOA, MAOB",,,15056004,RATIO,=,300,,,"","","","","","",,,,,,,,Selectivity ratio of IC50 for monoamine oxidase B and monoamine oxidase A,"Synthesis and selective inhibitory activity of 1-acetyl-3,5-diphenyl-4,5-dihydro-(1H)-pyrazole derivatives against monoamine oxidase.",J. Med. Chem.,PUBLICATION,
CHEMBL294811,OTKYBHJATNXEPG-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,15056004,IC50,=,100,NM,,"","","","","","",,,,,,,,Inhibition of human monoamine oxidase A,"Synthesis and selective inhibitory activity of 1-acetyl-3,5-diphenyl-4,5-dihydro-(1H)-pyrazole derivatives against monoamine oxidase.",J. Med. Chem.,PUBLICATION,
CHEMBL3310022,OTQHQVNLIIBVPU-ARGGBEGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,INHIBITION,,,,Active,"",cell_based,"","","","",,,,,,,,Competitive inhibition of human MAOA expressed in baculovirus-infected BTI insect cells assessed as H2O2 production by resorufin dye based fluorimetric method,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3310022,OTQHQVNLIIBVPU-ARGGBEGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,INHIBITION,,,,Active,"",cell_based,"","","","",,,,,,,,Reversible inhibition of human MAOA expressed in baculovirus-infected BTI insect cells pre-incubated for 1 hr followed by centrifugation-ultrafiltration by resorufin dye based fluorimetry,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3310022,OTQHQVNLIIBVPU-ARGGBEGESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24986657,KI,=,91,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human MAOA expressed in baculovirus-infected BTI insect cells assessed as H2O2 production by resorufin dye based fluorimetric method,Synthesis of some novel hydrazone and 2-pyrazoline derivatives: monoamine oxidase inhibitory activities and docking studies.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2088306,OTUXALWAARIWGY-UHFFFAOYSA-N,8-(4-CHLOROPHENOXYMETHYL)CAFFEINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,22705191,IC50,=,20400,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected insect cells using kynuramine as substrate after 20 mins by horseradish peroxidase-coupled assay,Inhibition of monoamine oxidase by 8-phenoxymethylcaffeine derivatives.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1236282,OTVAEFIXJLOWRX-NXEZZACHSA-N,THIAMPHENICOL,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1236282,OTVAEFIXJLOWRX-NXEZZACHSA-N,THIAMPHENICOL,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL817,OUDSBRTVNLOZBN-UHFFFAOYSA-N,TOLAZAMIDE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL817,OUDSBRTVNLOZBN-UHFFFAOYSA-N,TOLAZAMIDE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
