"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1642912";"";"0";"320.26";"1";"5.04";"21a";"NCC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"28.10";"0.59";"3.96";"34.59";"False";"CHEMBL1647124";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641414";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1642917";"";"0";"306.24";"0";"4.66";"24d";"CN[C@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1";"IC50";"'='";"2827.0";"nM";"5.55";"";"";"UO_0000065";"18.12";"0.38";"0.89";"46.12";"False";"CHEMBL1647124";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641414";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1642893";"";"0";"292.21";"0";"4.40";"9d";"N[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1";"IC50";"'='";"108.0";"nM";"6.97";"";"";"UO_0000065";"23.84";"0.50";"2.57";"26.77";"False";"CHEMBL1647124";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641414";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL381792";"";"0";"399.34";"0";"4.55";"17";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(NS(C)(=O)=O)cc21";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"21.34";"0.47";"3.97";"14.64";"False";"CHEMBL862304";"Inhibition of serotonin re-uptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139648";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL227180";"";"0";"429.42";"1";"6.85";"4c";"CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL405613";"";"0";"334.39";"0";"2.01";"15c";"C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN";"IC50";"'='";"112.0";"nM";"6.95";"";"";"UO_0000065";"20.79";"0.40";"4.94";"10.73";"False";"CHEMBL930495";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143081";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL403949";"";"0";"288.39";"0";"1.71";"12a";"CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"19.69";"0.37";"3.97";"10.22";"False";"CHEMBL930495";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143081";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL385359";"";"0";"384.52";"0";"4.09";"5c";"CN1C2CCC1C1COC(=O)CCCCCCC(=O)Nc3ccc(cc3)C1C2";"IC50";"'='";"2090.0";"nM";"5.68";"";"";"UO_0000065";"14.77";"0.28";"1.59";"9.69";"False";"CHEMBL867297";"Displacement of [3H]paroxetine from human 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137428";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL3216293";"";"0";"706.37";"1";"4.36";"116";"CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl.Cl.Cl";"IC50";"'='";"51.8";"nM";"7.29";"";"";"UO_0000065";"13.00";"0.26";"2.93";"8.79";"False";"CHEMBL1827735";"Displacement of [3H]impiramine from human serotonin transporter membrane expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821711";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL395110";"MEPAZINE";"4";"310.47";"0";"4.63";"MEPAZINE";"CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL141";"LAMIVUDINE";"4";"229.26";"0";"-0.59";"LAMIVUDINE";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL878";"METOLAZONE";"4";"365.84";"0";"2.71";"METOLAZONE";"Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1643656";"";"0";"354.30";"1";"5.83";"5e";"Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Cl)c(Cl)c2)S3)on1";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1648598";"Displacement of [3H]citalopram from human SERT expressed in HEK293 cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"CHEMBL3307715";""
"CHEMBL512967";"";"0";"301.22";"0";"3.09";"8";"CCC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"25.24";"0.55";"4.51";"23.51";"False";"CHEMBL978153";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155868";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL137";"METRONIDAZOLE";"4";"171.16";"0";"0.09";"METRONIDAZOLE";"Cc1ncc([N+](=O)[O-])n1CCO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL305660";"EBASTINE";"3";"469.67";"1";"7.22";"EBASTINE";"CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"'='";"1228.7";"nM";"5.91";"";"";"UO_0000065";"12.58";"0.23";"-1.31";"20.01";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1684047";"";"0";"300.27";"1";"5.15";"(+/-)-12";"CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"26.06";"0.56";"2.67";"241.48";"False";"CHEMBL1686748";"Inhibition of [3H]serotonin reuptake at human recombinant SERT expressed in LLC-PK1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLC-PK1";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681689";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"CHEMBL3307655";""
"CHEMBL471029";"";"0";"282.43";"0";"3.80";"22";"CCCCN(Cc1ccc2ccccc2c1)[C@H]1CCNC1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"33.72";"0.62";"5.72";"62.36";"False";"CHEMBL954293";"Inhibition of radiolabeled serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL43048";"MIDOMAFETAMINE";"3";"193.25";"0";"1.57";"MDMA";"CNC(C)Cc1ccc2c(c1)OCO2";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"30.83";"0.58";"4.39";"19.54";"False";"CHEMBL1676765";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL202910";"";"0";"350.25";"0";"4.88";"36";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"20.62";"0.43";"2.34";"14.64";"False";"CHEMBL862304";"Inhibition of serotonin re-uptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139648";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL1830876";"";"0";"361.47";"0";"2.51";"7";"CNC[C@@H](CCN1c2ccccc2N(c2ccccc2)S1(=O)=O)OC";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"14.64";"0.29";"2.78";"8.55";"False";"CHEMBL1831837";"Inhibition of human SERT expressed in JAR cells assessed as serotonin uptake";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828571";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307657";""
"CHEMBL3681362";"";"0";"459.64";"0";"4.47";"BDBM131897";"Cc1cccc(N2CCN(CCNC(=O)c3nc(C(C)C)n(-c4ccccc4)c3C)CC2)c1C";"IC50";"'='";"76.0";"nM";"7.12";"";"264377";"UO_0000065";"15.49";"0.29";"2.65";"13.33";"False";"CHEMBL3705414";"Binding Assay: For serotonin transporter binding assays, a reaction mixture with a final volume of 0.25 ml was prepared by mixing a test compound, human serotonin transporter membrane expressed in HEK-293 cells (PerkinElmer, 5 ug/well), [3H]Imipramine (PerkinElmer, 2 nM) and 50 mM Tris-HCl (pH 7.4) buffer containing 120 mM NaCl and 5 mM KCl. The reaction mixture was incubated for 30 min at 27° C., and harvested through filtermate A glass fiber filter presoaked in 0.5% PEI with ice cold 50 mM Tris-HCl buffer (pH 7.4) containing 0.9% NaCl.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638464";"37";"BindingDB Database";"";"2014";"CHEMBL3307715";""
"CHEMBL3681366";"";"0";"446.60";"0";"3.44";"BDBM131901";"Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(-c4ccccn4)c3C)CC2)c1C";"IC50";"'='";"12.0";"nM";"7.92";"";"264378";"UO_0000065";"17.74";"0.33";"4.48";"11.95";"False";"CHEMBL3705414";"Binding Assay: For serotonin transporter binding assays, a reaction mixture with a final volume of 0.25 ml was prepared by mixing a test compound, human serotonin transporter membrane expressed in HEK-293 cells (PerkinElmer, 5 ug/well), [3H]Imipramine (PerkinElmer, 2 nM) and 50 mM Tris-HCl (pH 7.4) buffer containing 120 mM NaCl and 5 mM KCl. The reaction mixture was incubated for 30 min at 27° C., and harvested through filtermate A glass fiber filter presoaked in 0.5% PEI with ice cold 50 mM Tris-HCl buffer (pH 7.4) containing 0.9% NaCl.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638464";"37";"BindingDB Database";"";"2014";"CHEMBL3307715";""
"CHEMBL226933";"";"0";"404.58";"1";"5.86";"4q";"COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL363124";"";"0";"357.46";"0";"3.48";"Table 3, R3C1";"c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3073099";"Inhibition of 5-HT uptake at SERT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046886";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL213652";"";"0";"427.50";"0";"4.19";"24";"CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(C(N)=O)c2C1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"16.12";"0.30";"2.70";"9.66";"True";"CHEMBL864774";"Inhibition of [3H]5-HT uptake at human 5-HT transporter expressed in Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138933";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307657";""
"CHEMBL214209";"";"0";"370.49";"0";"3.70";"5b";"CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"18.08";"0.34";"3.00";"11.42";"False";"CHEMBL867297";"Displacement of [3H]paroxetine from human 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137428";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL379755";"";"0";"440.63";"1";"5.65";"5f";"CN1C2CCC1C1COC(=O)CCCCCCCCCCC(=O)Nc3ccc(cc3)C1C2";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.44";"0.25";"0.27";"10.10";"False";"CHEMBL867297";"Displacement of [3H]paroxetine from human 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137428";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL379536";"";"0";"309.41";"0";"1.97";"11";"NC(=O)c1cccc(CC(c2ccccc2)N2CCNCC2)c1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"21.58";"0.40";"4.71";"11.44";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL213287";"";"0";"300.83";"0";"3.53";"14";"Clc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"27.48";"0.54";"4.74";"54.14";"True";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL375131";"";"0";"350.38";"0";"3.77";"16";"FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"22.51";"0.43";"4.12";"32.19";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL210126";"";"0";"294.44";"0";"3.44";"19";"CCc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"26.48";"0.48";"4.36";"51.05";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL1271815";"";"0";"446.04";"0";"3.47";"15d";"Cc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cc(C(C)C)n1.Cl";"IC50";"'='";"1213.0";"nM";"5.92";"";"";"UO_0000065";"14.44";"0.27";"2.45";"9.64";"False";"CHEMBL1272921";"Displacement of [3H]imipramine from human recombinant SERT receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268978";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307715";""
"CHEMBL1271698";"";"0";"458.82";"0";"3.34";"15a";"Cc1cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(C)n1.Cl";"IC50";"'='";"289.0";"nM";"6.54";"";"";"UO_0000065";"15.48";"0.32";"3.20";"10.66";"False";"CHEMBL1272921";"Displacement of [3H]imipramine from human recombinant SERT receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268978";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307715";""
"CHEMBL214237";"";"0";"266.39";"0";"2.88";"8";"c1ccc(CC(c2ccccc2)N2CCNCC2)cc1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"29.48";"0.54";"4.97";"51.43";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL1168";"RAMIPRIL";"4";"416.52";"0";"2.38";"RAMIPRIL";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL206608";"";"0";"284.40";"0";"3.37";"11b";"COC(c1ccc(C)cc1N)c1ccccc1CN(C)C";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL867192";"Inhibitory activity against SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL583";"GREPAFLOXACIN";"4";"359.40";"0";"2.28";"GREPAFLOXACIN";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL1902627";"CLORPRENALINE";"0";"213.71";"0";"2.37";"CLORPRENALINE";"CC(C)NCC(O)c1ccccc1Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
