Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
PUDDOANNCQNPJM-UHFFFAOYNA-N,CHEMBL203627,3359,N,4.0,chembl20,445992,9606,HTR3A,2102,C1=CC=C2N3C(=C(C2=C1)CN(C)C)CN4C5=C(C(=C4C3)CN(C)C)C=CC=C5
QJAUWCVZCCDKQC-OAHLLOKONA-N,24995994,3359,A,8.72125,pubchem,648455,9606,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C3=CC(=O)N(N=C3)C
SRWDXYXZNVIWLX-QGZVFWFLNA-N,CHEMBL1958322,3359,A,8.57,chembl20,805903,9606,HTR3A,2102,C1(C=C(C=2C=CC(=CC2)OCCCN3CCC[C@H]3C)C=NN1C(C)C)=O
UKEGGLXTKHMXEB-UMMLCDPINA-N,CHEMBL519240,3359,A,5.6,chembl20,494189,9606,HTR3A,2102,N=1C(=NC(=C2CC=C3C(C12)[C@H]4[C@@H](O3)CCCC4)N5CCNCC5)N
UGSSYCALUUTVMW-UHFFFAOYNA-N,CHEMBL85,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,C1(C(N2CCCC=C2N=C1C)=O)CCN3CCC(C4=NOC=5C4=CC=C(F)C5)CC3
UYMMSSRZDUEJKE-AQPLRYFANA-N,CHEMBL1272177,3359,A,7.44,chembl20,674333,9606,HTR3A,2102,C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC=C3)OC(=N4)NC)=O
UVEYNCQCHBIENE-XOCYATNVNA-N,CHEMBL472219,3359,A,6.6,chembl20,564428,9606,HTR3A,2102,C1(=CC(=CC2=C1NC=N2)Cl)C(=O)NC[C@@H]3CCN4CCC[C@]43C
XEWOFIPWWSYNAY-ODDWIFNFNA-N,56593934,3359,A,5.0,pubchem,621203,9606,HTR3A,2102,ClC=1C=C(S(=O)(=O)N/C(/N2N=CC3(CCNCC3)C2)=N\CC)C=CC1
XEWOFIPWWSYNAY-ZDTVLGBINA-N,CHEMBL1834350,3359,A,5.0,chembl20,771214,9606,HTR3A,2102,C12(CCNCC1)C=NN(C2)/C(=N/S(=O)(C=3C=C(C=CC3)Cl)=O)/NCC
XBRKSAQXTGMBRJ-UHFFFAOYNA-N,CHEMBL1958329,3359,A,8.11,chembl20,805903,9606,HTR3A,2102,C1(N(N=CC(C=2C=CC(=CC2)OCCCN3CCCCC3)=C1)C4=CC=CC=N4)=O
YKBQHBXRXWGQIZ-UHFFFAOYNA-N,CHEMBL3093187,3359,A,5.59,chembl20,1278511,9606,HTR3A,2102,C1=CC(=C2C(=C1)C=3C(C(=N2)OCC4CCN(CC4)CCCC(F)(F)F)=CC=CN3)F
YNRFAWWXOCTZKF-UHFFFAOYNA-N,CHEMBL1958330,3359,A,8.28,chembl20,805903,9606,HTR3A,2102,C1(N(C2=CC=CC=N2)N=CC(C=3C=CC(=CC3)OCCCN4CCCCCC4)=C1)=O
YTLUXTFQLXDBJU-MPIMZMORNA-N,CHEMBL489271,3359,A,8.57,chembl20,864726,9606,HTR3A,2102,C1=C(Cl)C=C2C(=NC(N3CCN(CC3)C)=NC2=C1)NCC=4C=CC(=CC4)N
YQSXXLHEQOZMOT-LNNLXFCONA-N,CHEMBL363124,3359,A,5.0,chembl20,932184,9606,HTR3A,2102,N1N=C2C=C(CCN3CCN(CC3)C4=C5C(C=CC=C5)=CC=C4)C=CC2=N1
ZXEGJFBTERHJCI-UHFFFAOYNA-N,CHEMBL1278088,3359,A,8.33,chembl20,684895,9606,HTR3A,2102,N=1C(N(C(C2CCCCC12)=O)N)=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
CEUORZQYGODEFX-HXTKINSTNA-N,CHEMBL1112,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,C1(=CC=CC(=C1Cl)N2CCN(CCCCOC=3C=CC4=C(C3)NC(CC4)=O)CC2)Cl
DDHAJFBBJWHSBR-LPMOIUJANA-N,CHEMBL3233680,3359,A,7.6,chembl20,1337831,9606,HTR3A,2102,CN1[C@@H]2C[C@H](NC(C=3C4=CC=CC=C4N(C)N3)=O)C[C@@H]1CC2
AJEBHUMZPBDLQF-MIHJWAIRNA-N,46233635,3359,A,9.17393,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@H](C1)CCC2)C)C3=NN(C=4C3=CC=CC4O)C
FIHYFNQYURHDIC-UHFFFAOYNA-N,11328306,3359,A,7.0716,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(N=C2CCCCCC21)=CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
FKNBNSUXUZHSKP-MIHJWAIRNA-N,CHEMBL598804,3359,A,8.14,chembl20,612614,9606,HTR3A,2102,C1(=CC=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O)O
AJTVQZWUKUPHIP-LQFNOIFHNA-N,CHEMBL1210703,3359,A,6.0,chembl20,643571,9606,HTR3A,2102,C1(NC(C=2SC(=C(C3=CC=CC=C3)C2)N4CCOCC4)=O)=C(C=C(C=C1)C)C
CGNLROWYSDSBMN-MIHJWAIRNA-N,CHEMBL596951,3359,A,9.77,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(=C1O)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O
XMHFWRPPOBJMML-UHFFFAOYNA-N,CHEMBL1277007,3359,A,7.23,chembl20,684849,9606,HTR3A,2102,N=1C(N(C(C2CCCCC12)=O)N)=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=C(C4)C
YHOYHBANAWEKNE-UHFFFAOYNA-N,CHEMBL1277462,3359,A,7.19,chembl20,684849,9606,HTR3A,2102,C1(=NC2=C(C(N1N)=O)C=CC=N2)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
HLMKBCUKQMBYDR-UHFFFAOYNA-N,CHEMBL1277280,3359,A,7.16,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(C2=CC=CC=C12)=O)N)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
GTIKAAJNYPWELX-UHFFFAOYNA-N,11464531,3359,A,7.34008,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(=NC2=C1C=CC=C2)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
JCMOIELRWILJKV-FQEVSTJZNA-N,53321868,3359,A,7.63078,pubchem,552106,9606,HTR3A,2102,FC1=CC=C(N2N=C3CN([C@@H]4C5CCN(C4)CC5)C(=O)C=6C3=C2C=CC6)C=C1
JCMOIELRWILJKV-HXUWFJFHNA-N,53317929,3359,A,8.10237,pubchem,552106,9606,HTR3A,2102,FC1=CC=C(N2N=C3CN([C@H]4C5CCN(C4)CC5)C(=O)C=6C3=C2C=CC6)C=C1
HBDLBTSITBUDIR-SFHVURJKNA-N,CHEMBL1958328,3359,A,7.96,chembl20,805903,9606,HTR3A,2102,C1(C=C(C=NN1C2=CC=CC=N2)C=3C=CC(=CC3)OCCCN4[C@H](CCC4)C)=O
KNSUADXKFTZSIZ-RTBURBONNA-N,CHEMBL459900,3359,N,4.0,chembl20,566267,9606,HTR3A,2102,C(#CC1=CC2=C(C=C1)OC=C2)[C@@H]3C[C@H](CN4CCCCC4)C(=O)N3C
NNJAFUNKEIDAAF-DVIAZDKANA-N,CHEMBL225543,3359,A,5.7,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(C2C1)=O)C3CCCCC3)=O)C(NCCN4CCCCC4)=O
OHXKHPFEXVDLQZ-VJSLDGLSNA-N,CHEMBL1277006,3359,A,7.61,chembl20,684849,9606,HTR3A,2102,N=1C(=NC(=C2CCCCC12)O)CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
PBZNWDCSSPCDNF-URUYPZNPNA-N,CHEMBL1272123,3359,A,7.18,chembl20,674333,9606,HTR3A,2102,C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(OC(=N4)N(C)C(C)C)=CC=C3)=O
MFWNKCLOYSRHCJ-XICDFVNANA-N,5284566,3359,A,9.27572,pubchem,1056991,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)C
PRDUMQZRJGOLSV-UHFFFAOYNA-N,CHEMBL1278176,3359,A,7.01,chembl20,684849,9606,HTR3A,2102,N=1C(N(C(C2CCC(CC12)C)=O)N)=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
PIEZNFVNSICXLK-YSFVJRKJNA-N,CHEMBL2151441,3359,N,4.4,chembl20,877365,9606,HTR3A,2102,[C@@H]1([C@H](CC2=CN=CC=C2)N3CCC1CC3)NC(C=4SC(=CC4)C)=O
RGQYXROMTIDACN-UHFFFAOYNA-N,CHEMBL1277373,3359,A,7.26,chembl20,684849,9606,HTR3A,2102,N=1C(N(C(C2CCCCC12)=O)N)=CCCCN3CCN(CC3)C4=NC=5C=C(C=CC5C=C4)O
RNXYMZNGMNWKMC-HXTKINSTNA-N,CHEMBL1632158,3359,A,5.6,chembl20,697187,9606,HTR3A,2102,C1=CC=C2N3C(OCCC3)=C(C(NCC4CCN(CC4)CCCCCC(OC)=O)=O)C2=C1
QOGFHRRNPRRNAI-NRFANRHFNA-N,CHEMBL1643890,3359,A,8.15,chembl20,700634,9606,HTR3A,2102,C1=C2C=3C(=NN(C3C=C1)CC4=CC=CC=C4)CN([C@@H]5C6CCN(C5)CC6)C2=O
SWEOAXMICIJCQC-UHFFFAOYNA-N,CHEMBL2431120,3359,A,6.0,chembl20,986342,9606,HTR3A,2102,O(C1=C(C=C2N=C(C3CC3)N=C(N4CCN(C5=CC=CC=C5OC)CC4)C2=C1)OC)C
SPBSBKPLXWUEGQ-UHFFFAOYNA-N,23155951,3359,A,7.21467,pubchem,536968,9606,HTR3A,2102,S(CCCN1CCN(CC1)C=2N=C3C(=CC2)C=CC=C3)C=4N(N)C(=O)C5=NC=CC=C5N4
UKSWCAMXXCYOSR-UHFFFAOYNA-N,CHEMBL1276834,3359,A,7.21,chembl20,684849,9606,HTR3A,2102,N1=C2C(C(=O)N(N)C1=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4)CCC2
SFVKVHVOODTRCH-YYTFNQGNNA-N,76327886,3359,A,8.08092,pubchem,526452,9606,HTR3A,2102,O1C(=NC2=C(C(=O)NC3C[C@@H]4N([C@H](C3)CCC4)C)C=CC=C12)C5CC5
XQKKWUYBGYIOKW-MZSATQPUNA-N,CHEMBL605562,3359,A,5.28,chembl20,612614,9606,HTR3A,2102,C1(=CC=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O)OC
ZBIXUHYPMHVHKQ-UHFFFAOYNA-N,CHEMBL1277281,3359,A,7.2,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(C2CCCC=C12)=O)N)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
ZCUBEQCDRQOEAQ-URUYPZNPNA-N,CHEMBL1272122,3359,A,7.91,chembl20,674333,9606,HTR3A,2102,C1C2CCN(C1)C[C@H]2NC(C3=C4C(OC(=N4)N(CC)CC)=CC=C3)=O
ZUFRPGFBOPXENO-UHFFFAOYNA-N,CHEMBL1278175,3359,A,7.32,chembl20,684849,9606,HTR3A,2102,N=1C(N(C(C2CC(CCC12)C)=O)N)=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
ABIDZKZAFOTHFB-CCUGXXBONA-N,CHEMBL1271790,3359,A,8.17,chembl20,674333,9606,HTR3A,2102,C1C2CCN(C1)C[C@H]2NC(C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)C)=O
BKSKSEWIBBBRSQ-SPEPDGBUNA-N,CHEMBL225601,3359,A,5.48,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=C(C=C4)Cl)=O
CFOHOEGJDCNBCR-UHFFFAOYNA-N,11305391,3359,A,7.00261,pubchem,536968,9606,HTR3A,2102,FC=1C=C2C(N=C(N(N)C2=O)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5)=CC1
DACDBRYFJUJEAA-LJQANCHMNA-N,24996643,3359,A,8.52288,pubchem,648455,9606,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C=3C(=NN(C(=O)C3)C4=NC=CC=C4C)C
CVIIPJUPHIOKNG-SPEPDGBUNA-N,CHEMBL224641,3359,A,5.23,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCCN3C(CCCC3)C)=O)C4CCCCC4)=O
FXRGLPUKLPILJM-PJQSKVNONA-N,CHEMBL224160,3359,A,5.55,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3C(CCCC3)C)=O)=O)CC4=CC=C(C=C4)Cl)=O
FZELPPCFOJWTQA-UHFFFAOYNA-N,CHEMBL382243,3359,N,4.0,chembl20,445995,9606,HTR3A,2102,C1=CC=C2N3C(=C(C2=C1)C[N+](C)(C)C)CN4C5=C(C(=C4C3)C[N+](C)(C)C)C=CC=C5
DPMQWTNICFCLFP-XBXBPLPCNA-N,CHEMBL224701,3359,A,5.8,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)C4=CC=C(C=C4)OC)=O
GDRLBCZDGQFDCZ-UHFFFAOYNA-N,CHEMBL2181166,3359,A,6.39,chembl20,878523,9606,HTR3A,2102,C=1(OCC2CCN(CCCC=3C=CC(=CC3)I)CC2)C4=CC=CN=C4C5=CC=CC(F)=C5N1
DIBPTWMSVTXGKP-FPOVZHCZNA-N,CHEMBL1949930,3359,N,4.52,chembl20,804658,9606,HTR3A,2102,O=S(C1=CC=C2[C@H]3[C@H](CNCC3)OC2=C1)(=O)C4=CC(=CC(=C4)OC)OC(C)C
DLAXWULAMBVPFO-LJQANCHMNA-N,24996326,3359,A,8.60206,pubchem,648455,9606,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=NC=CC=C4C
FIJJTIJVCAYUQE-SPEPDGBUNA-N,CHEMBL223951,3359,A,5.68,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=CC=C4Cl)=O
FEPROLQKWGDFKU-UHFFFAOYNA-N,11213399,3359,A,7.57349,pubchem,536968,9606,HTR3A,2102,S1C=2N=C(N(N)C(=O)C2C(=C1C)C)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
FKCDNDBJVOQPJB-VEORKLDJNA-N,CHEMBL225485,3359,N,4.87,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3C(CCCC3)CC)=O)=O)CC4=CC=C(C=C4)Cl)=O
BSCUUFDNCBQNPG-UHFFFAOYNA-N,CHEMBL1278087,3359,A,7.81,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(C=2C=CC=C(C12)C)=O)N)CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
HTBCXNBZJPZOBH-DIHYWRQONA-N,CHEMBL2179862,3359,N,4.81,chembl20,877365,9606,HTR3A,2102,C1CN2[C@H]([C@@H](C1CC2)NC(=O)C3=NC=C4C(=C3)C=CC=C4)CC=5C=CC=NC5
HXAMYUTYZROIIP-JJFURXLTNA-N,CHEMBL2402897,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N1CCN(CCN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C
HFOUMBDMIJJHCK-LELJVTLKNA-N,46906000,3359,A,5.55284,pubchem,447476,9606,HTR3A,2102,ClC1=CC(C(=O)NCCN(CC2C(O)(CCCC2)C=3C=C(O)C=CC3)C)=C(OC)C=C1N
INMZEMMKDSQLJN-HPRFPMAVNA-N,CHEMBL2402900,3359,N,4.1,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N(CC(CN1CCC(CNC(C2=C3C(=CC=C2)N=C(N3)C(C)C)=O)CC1)O)C)C
IJQKBGDDQMPHRI-MIHJWAIRNA-N,46233594,3359,A,6.5544,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@H](C1)CCC2)C)C3=NN(C=4C3=CC=C(O)C4)C
GUUAJKBOCMZUJW-XQJVRFBCNA-N,9976826,3359,A,7.22185,pubchem,690391,9606,HTR3A,2102,O=C(N[C@@H]1C2CCN(C1)CC2)C=3OC4=C(C3)C=CC=C4C=5C(OC)=CC=CC5
JHISKEZJFUUGOR-SKKVRFOWNA-N,CHEMBL2402899,3359,N,4.4,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CCN4CCN(CC4)C(C)=O)=O)NC(=N2)C(C)C
JIWMRJSKGUAANW-UHFFFAOYNA-N,11752512,3359,A,7.383,pubchem,536968,9606,HTR3A,2102,S1C2=C(CCCC2)C3=C1N=C(SCCCN4CCN(CC4)C=5N=C6C(=CC5)C=CC=C6)N(N)C3=O
IWAHUQRZIUVMSG-PJQSKVNONA-N,CHEMBL224246,3359,A,5.24,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCCN3CCCCC3)=O)=O)CC4=CC=C(C=C4)Cl)=O
JRKIQFPYQPIURM-SPEPDGBUNA-N,CHEMBL225484,3359,A,5.68,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=CC=C4F)=O
HMQQYASRCXSQBR-FVXCAPTGNA-N,76313435,3359,A,7.13194,pubchem,526452,9606,HTR3A,2102,ClC=1C=CC(C=2OC3=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC=C3N2)=CC1
HRBNJCZQEOOCBP-JJFURXLTNA-N,CHEMBL2402903,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N1CCC(CN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C
HKJSZEAARPYKSF-PWIKPTQSNA-N,CHEMBL2402901,3359,N,4.3,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC(CN(C(=O)OC)C)O)=O)NC(=N2)C(C)C
HKZXJCJPMIJTDL-MZSATQPUNA-N,CHEMBL596758,3359,A,6.63,chembl20,612614,9606,HTR3A,2102,C1=C(OC)C=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O
GSAVAAKDTVSQKT-HIPGWPFMNA-N,76327858,3359,A,8.72354,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)CCCN
GSAVAAKDTVSQKT-WKNPBHLHNA-N,CHEMBL2309589,3359,A,8.72,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(C(=NN2CCCN)C(N[C@@H]3C[C@@H]4CCC[C@@H](N4C)C3)=O)=C1
GSEARIWHWZTSPV-UHFFFAOYNA-N,11374124,3359,A,7.34104,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(=NC=2C1=CC(=CC2)C)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
ISRIWKVGGLFNBT-SPEPDGBUNA-N,CHEMBL224008,3359,A,5.57,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3CCCCC3)=O)=O)CC4=CC=CC(=C4)OC)=O
JOKSOQGSLVTYPP-YIRBZYSLNA-N,CHEMBL1277561,3359,A,6.6,chembl20,684899,9606,HTR3A,2102,N1([C@H]2CCC(=C3N=C4C(C(N3N)=O)CCCC4)CC2)CCN(C=5N=C6C=CC=CC6=CC5)CC1
LPYIFDLQYWSXGD-SKKVRFOWNA-N,CHEMBL2401750,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC4CCN(CC4)C(C)=O)=O)NC(=N2)C(C)C
LLZLRXCVMYYKBH-OKPOJWAQNA-N,23155976,3359,A,7.35458,pubchem,536968,9606,HTR3A,2102,S1C2=C(CCCC2)C3=C1N=C(SCCCN4CCN(CC4)C=5N=C6C(=CC5)C=CC=C6)N=C3O
HBDLBTSITBUDIR-GOSISDBHNA-N,CHEMBL1945843,3359,A,8.96,chembl20,805907,9606,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C=3C=NN(C=4N=CC=CC4)C(C3)=O
IBPWGZKZWJYGLA-SREBMQDQNA-N,CHEMBL15056,3359,A,9.48,chembl20,462123,9606,HTR3A,2102,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)NCCC4=CC=C(C=C4)OCCCN5CCCCC5
LAVUQEXAFISFHO-LELJVTLKNA-N,CHEMBL1210515,3359,A,5.1,chembl20,643571,9606,HTR3A,2102,N1(C(=O)C(CC(=N1)C2CCCCC2)=CC3=CC=CO3)CC(=O)NC4CC5=C(C4)C=CC=C5
KMAHQUWVTWBRDK-JTLRUVFGNA-N,CHEMBL597984,3359,A,7.23,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4CC5=CC=CC=C5)C3)=O)=C1
KINBZTGMJRQTER-XBXBPLPCNA-N,CHEMBL224648,3359,N,4.8,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCOCC3)=O)CC4=CC=C(C=C4)Cl)=O
JXEWFPXPEYRYSN-XBXBPLPCNA-N,CHEMBL224159,3359,N,4.7,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCOCC3)=O)CC4=CC=C(C=C4)F)=O
KVRNIHXCXMCIQM-FVXCAPTGNA-N,76316953,3359,A,7.02273,pubchem,526452,9606,HTR3A,2102,FC=1C=CC(C=2OC3=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC=C3N2)=CC1
MDDLXKDIADSAQA-UHFFFAOYNA-N,CHEMBL1277463,3359,A,7.0,chembl20,684849,9606,HTR3A,2102,C(N1CCN(C=2C=CC=3C(N2)=CC=CC3)CC1)CCSC4=NC5=C(C6=C(S5)CNCC6)C(N4N)=O
MYBMSIDXODXJBU-UHFFFAOYNA-N,CHEMBL1276833,3359,A,7.3,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(=O)C=2C(=C(C)SC21)C)N)SCCCN3CCN(CC3)C=4N=C5C(=C(C4)C)C=CC=C5
NBYYGODJBZAJJF-WOJBJXKFNA-N,CHEMBL459689,3359,N,4.6,chembl20,566267,9606,HTR3A,2102,C(#CC1=CC2=C(C=C1)N(C=C2)C)[C@H]3N(C)C(=O)[C@H](C3)CN4CCCCC4
MZOITCJKGUIQEI-SKKVRFOWNA-N,CHEMBL2402904,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC4CCN(CC4)C(OC)=O)=O)NC(=N2)C(C)C
NVNVERQZWUUANS-XBXBPLPCNA-N,CHEMBL224389,3359,A,5.72,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(C2C1)=O)C3=CC=C(C=C3)F)=O)C(=O)NCCN4CCCCC4
OIVVFYLMLVRCHQ-MZSATQPUNA-N,46233560,3359,A,7.58004,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@H](C1)CCC2)C)C3=NN(C=4C3=C(OC)C=CC4)C
OXKRFEWMSWPKKV-CJDLIRGWNA-N,CHEMBL2180264,3359,N,4.4,chembl20,877365,9606,HTR3A,2102,C1CN2[C@@H]([C@H](C1CC2)NC(=O)C=3OC4=C(C3)C=CC=C4)CC=5C=CC=NC5
OXKRFEWMSWPKKV-SXKUKAAANA-N,CHEMBL1258006,3359,N,4.52,chembl20,877365,9606,HTR3A,2102,C=1C=CC(=CN1)C[C@H]2[C@@H](C3CCN2CC3)NC(=O)C4=CC=5C=CC=CC5O4
OBSQXMOZMFTQSH-LVUISUDPNA-N,CHEMBL3084582,3359,A,6.5,chembl20,564428,9606,HTR3A,2102,[C@H]12C[C@H](C[C@H](CC1)N2C)NC(N3C(=NC=4C=CC(=CC43)OC)O)=O
ODMLUIATXKBXOW-HRNBZBKQNA-N,CHEMBL1632174,3359,A,5.0,chembl20,697187,9606,HTR3A,2102,C1=CC=C2N3C(OCCC3)=C(C2=C1)C(NCC4CCN(CC4)CCCCCC(=O)O)=O
NECSKBYJMMVETP-UHFFFAOYNA-N,CHEMBL3233402,3359,N,1.29,chembl20,1337830,9606,HTR3A,2102,C1(C(N(C(N1CCCCCN2CCN(CC2)C3=CC=CC=C3)=O)C)=O)(C4=CC=CC=C4)C5=CC=CC=C5
ORIFHGMCBRVMDD-ALLFDXPCNA-N,76316951,3359,A,7.82102,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)C5=CC=CC=C5
MFWNKCLOYSRHCJ-FDTRTOLWNA-N,CHEMBL1290003,3359,A,9.28,chembl20,1278482,9606,HTR3A,2102,O=C(N[C@H]1C[C@@H]2N([C@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)C
MFWNKCLOYSRHCJ-XEVJZERQNA-N,CHEMBL1628633,3359,A,8.92,chembl20,689168,9606,HTR3A,2102,C1(=NN(C([3H])([3H])[3H])C=2C1=CC=CC2)C(N[C@H]3C[C@@H]4CCC[C@@H](N4C)C3)=O
PRICKWSOIKQPFF-LKHHGCNMNA-N,CHEMBL376596,3359,A,5.32,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCCN3C(CCCC3)CC)=O)=O)CC4=CC=C(C=C4)Cl)=O
PYCLIFABZLPONX-SPEPDGBUNA-N,CHEMBL224778,3359,A,5.72,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=C(C=C4)F)=O
RLQXOTMOPGYNGI-SPEPDGBUNA-N,CHEMBL223715,3359,A,6.1,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3CCCCC3)=O)=O)CC4=CC=C(C=C4)OC)=O
RXDWERDONCYTQT-HIPGWPFMNA-N,76320680,3359,A,7.39794,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5CCOCC5
RXDWERDONCYTQT-SCIHBCDKNA-N,CHEMBL3084761,3359,A,7.4,chembl20,674333,9606,HTR3A,2102,[C@@H]12N([C@@H](C[C@H](C1)NC(C3=C4C(OC(=N4)N5CCOCC5)=CC=C3)=O)CCC2)C
RQJPWNOKFLOHKI-UHFFFAOYNA-N,CHEMBL2205362,3359,A,5.25,chembl20,884965,9606,HTR3A,2102,C1(=C(C=C2C(=C1)C(=C(O2)C(=O)N(C3=CC=CC=C3)CCCN4CCCCC4)C)OC)OC
QZEXFNKCPOFGAE-VSKYELSCNA-N,CHEMBL1272016,3359,A,7.33,chembl20,674333,9606,HTR3A,2102,C1C2[C@@H](CN(C1)CC2)NC(C3=C4N=C(OC4=CC=C3)C=5C=CC=CC5OC)=O
